lanebelopp,inkomst,alder,anstallningsform,syfte,ranta,amorteringstid_manader,skuldsattningsgrad,manadskostnad,betalningsborda,tidigare_anmarkning,default
500000,604515,48,Fast anställd,Konsumtion,14.3,24,0.83,24077,0.478,nej,0
432000,455420,46,Fast anställd,Konsumtion,9.93,24,0.95,19921,0.525,nej,0
331000,196086,22,Arbetslös,Renovering,12.62,84,1.69,5953,0.364,nej,1
275000,261373,70,Pensionär,Övrigt,13.36,24,1.05,13121,0.602,nej,1
343000,304678,73,Pensionär,Konsumtion,11.17,36,1.13,11257,0.443,nej,1
500000,482650,28,Fast anställd,Konsumtion,8.37,72,1.04,8857,0.22,nej,0
224000,290533,32,Egenföretagare,Bil,16.14,12,0.77,20339,0.84,nej,0
500000,881174,29,Fast anställd,Övrigt,9.62,48,0.57,12590,0.171,ja,1
119000,290539,45,Fast anställd,Konsumtion,10.82,60,0.41,2577,0.106,nej,0
500000,628704,37,Fast anställd,Konsumtion,12.37,24,0.8,23623,0.451,nej,0
256000,349612,34,Vikariat,Övrigt,15.05,60,0.73,6097,0.209,ja,0
500000,951020,25,Fast anställd,Övrigt,7.25,48,0.53,12031,0.152,nej,0
500000,550896,37,Fast anställd,Konsumtion,6.4,60,0.91,9760,0.213,nej,0
495000,431073,32,Fast anställd,Renovering,10.07,12,1.15,43534,1.212,nej,0
199000,448337,40,Fast anställd,Övrigt,11.26,12,0.44,17612,0.471,nej,0
500000,451329,26,Egenföretagare,Övrigt,7.98,24,1.11,22609,0.601,nej,0
224000,327755,39,Fast anställd,Renovering,10.25,84,0.68,3748,0.137,nej,0
340000,301512,33,Egenföretagare,Bil,8.37,60,1.13,6954,0.277,nej,1
278000,261782,25,Fast anställd,Konsumtion,12.15,48,1.06,7341,0.337,nej,0
183000,278872,24,Egenföretagare,Renovering,9.7,36,0.66,5879,0.253,nej,0
177000,374320,26,Vikariat,Renovering,12.52,24,0.47,8375,0.268,ja,0
335000,543106,35,Fast anställd,Konsumtion,11.66,24,0.62,15716,0.347,nej,1
109000,244564,39,Fast anställd,Övrigt,11.43,24,0.45,5102,0.25,nej,1
246000,345233,40,Vikariat,Renovering,11.9,48,0.71,6466,0.225,nej,0
500000,351169,69,Pensionär,Övrigt,12.07,48,1.42,13184,0.451,nej,1
417000,461843,30,Fast anställd,Övrigt,10.52,36,0.9,13557,0.352,nej,0
500000,391669,48,Fast anställd,Övrigt,13.12,60,1.28,11407,0.349,nej,0
294000,262065,65,Pensionär,Bil,5.22,12,1.12,25198,1.154,nej,0
389000,299758,42,Vikariat,Bil,10.81,12,1.3,34346,1.375,nej,1
209000,391266,36,Fast anställd,Bil,9.24,60,0.53,4363,0.134,nej,0
370000,519612,41,Fast anställd,Övrigt,8.95,36,0.71,11757,0.272,nej,0
500000,1096562,35,Fast anställd,Konsumtion,10.74,48,0.46,12860,0.141,nej,0
452000,279205,41,Vikariat,Renovering,11.76,36,1.62,14961,0.643,nej,0
159000,437420,37,Fast anställd,Bil,11.56,36,0.36,5248,0.144,nej,0
208000,196236,43,Arbetslös,Bil,12.32,12,1.06,18512,1.132,nej,1
144000,384394,29,Fast anställd,Övrigt,15.23,36,0.37,5008,0.156,nej,0
500000,718113,20,Fast anställd,Konsumtion,8.52,12,0.7,43615,0.729,nej,0
196000,157974,28,Vikariat,Konsumtion,11.59,36,1.24,6472,0.492,nej,0
358000,252883,74,Pensionär,Renovering,8.98,24,1.42,16352,0.776,nej,0
338000,666074,36,Egenföretagare,Övrigt,12.13,24,0.51,15931,0.287,nej,0
242000,441117,38,Fast anställd,Konsumtion,8.16,72,0.55,4262,0.116,nej,0
294000,293484,27,Egenföretagare,Övrigt,11.93,72,1.0,5737,0.235,nej,0
500000,422635,38,Vikariat,Bil,11.58,12,1.18,44326,1.259,nej,0
500000,671466,27,Fast anställd,Konsumtion,4.0,72,0.74,7823,0.14,nej,0
495000,526350,29,Fast anställd,Bil,8.68,60,0.94,10199,0.233,nej,0
350000,369376,33,Fast anställd,Renovering,8.58,36,0.95,11062,0.359,nej,0
241000,573590,42,Fast anställd,Bil,15.3,36,0.42,8390,0.176,nej,1
384000,262862,71,Pensionär,Renovering,11.65,36,1.46,12690,0.579,nej,0
431000,634641,43,Fast anställd,Bil,13.25,48,0.68,11616,0.22,nej,1
390000,288028,19,Arbetslös,Konsumtion,15.85,24,1.35,19068,0.794,nej,1
198000,196427,37,Fast anställd,Renovering,9.71,12,1.01,17381,1.062,nej,0
458000,376575,36,Vikariat,Bil,10.95,84,1.22,7830,0.25,nej,1
101000,266330,22,Fast anställd,Bil,12.31,60,0.38,2263,0.102,nej,0
500000,1149256,38,Fast anställd,Konsumtion,13.88,36,0.44,17060,0.178,nej,0
276000,415050,35,Fast anställd,Renovering,10.26,12,0.66,24298,0.703,nej,1
500000,634904,43,Fast anställd,Konsumtion,7.94,72,0.79,8752,0.165,nej,0
500000,357767,38,Vikariat,Bil,12.94,12,1.4,44645,1.497,nej,1
409000,369135,32,Fast anställd,Bil,7.37,12,1.11,35459,1.153,nej,1
224000,279001,47,Egenföretagare,Konsumtion,13.06,24,0.8,10656,0.458,nej,0
500000,851698,18,Fast anställd,Renovering,11.2,48,0.59,12971,0.183,nej,0
490000,683224,37,Fast anställd,Övrigt,9.23,60,0.72,10226,0.18,nej,0
500000,965358,20,Fast anställd,Övrigt,11.12,48,0.52,12952,0.161,ja,1
107000,201564,25,Arbetslös,Konsumtion,17.32,36,0.53,3832,0.228,ja,1
451000,510915,43,Egenföretagare,Bil,10.78,12,0.88,39814,0.935,nej,0
226000,445290,25,Fast anställd,Konsumtion,9.81,36,0.51,7272,0.196,ja,0
134000,442201,23,Fast anställd,Konsumtion,8.53,12,0.3,11689,0.317,nej,0
234000,339537,61,Fast anställd,Bil,5.87,24,0.69,10357,0.366,nej,0
87000,203008,21,Arbetslös,Bil,15.14,12,0.43,7858,0.464,nej,0
488000,274790,54,Vikariat,Renovering,11.08,60,1.78,10630,0.464,nej,0
500000,570728,36,Fast anställd,Renovering,10.16,48,0.88,12720,0.267,nej,0
117000,384424,32,Vikariat,Konsumtion,9.23,36,0.3,3733,0.117,nej,1
343000,540737,43,Fast anställd,Övrigt,8.87,72,0.63,6161,0.137,nej,0
394000,302181,48,Arbetslös,Bil,13.99,24,1.3,18915,0.751,ja,1
433000,482530,26,Fast anställd,Renovering,10.76,72,0.9,8189,0.204,nej,0
500000,472056,32,Vikariat,Renovering,6.82,12,1.06,43222,1.099,nej,1
500000,1002520,46,Fast anställd,Bil,9.71,60,0.5,10552,0.126,nej,0
500000,850269,40,Egenföretagare,Renovering,10.42,36,0.59,16232,0.229,nej,0
500000,787473,49,Egenföretagare,Bil,19.91,24,0.63,25426,0.387,ja,1
409000,325350,43,Vikariat,Renovering,11.58,48,1.26,10686,0.394,nej,1
253000,392532,56,Vikariat,Konsumtion,10.73,48,0.64,6506,0.199,nej,1
171000,199689,69,Pensionär,Konsumtion,6.73,72,0.86,2893,0.174,nej,0
218000,582229,40,Fast anställd,Övrigt,6.09,24,0.37,9671,0.199,nej,0
500000,538240,41,Fast anställd,Konsumtion,15.71,60,0.93,12082,0.269,ja,1
487000,492960,36,Fast anställd,Renovering,14.0,72,0.99,10035,0.244,nej,0
370000,256991,43,Arbetslös,Konsumtion,19.14,36,1.44,13589,0.635,ja,1
195000,320385,40,Fast anställd,Renovering,9.94,36,0.61,6287,0.235,nej,0
500000,1001922,45,Egenföretagare,Konsumtion,11.47,36,0.5,16481,0.197,nej,0
283000,496638,47,Vikariat,Renovering,10.56,84,0.57,4780,0.115,nej,0
500000,477003,42,Fast anställd,Renovering,14.85,48,1.05,13877,0.349,ja,1
500000,464141,43,Fast anställd,Bil,7.79,72,1.08,8715,0.225,nej,0
500000,578511,27,Fast anställd,Renovering,7.07,36,0.86,15455,0.321,nej,0
500000,832591,32,Fast anställd,Bil,9.77,60,0.6,10567,0.152,nej,0
500000,506643,46,Fast anställd,Bil,13.23,36,0.99,16902,0.4,nej,1
500000,514222,52,Fast anställd,Konsumtion,11.44,24,0.97,23406,0.546,nej,0
217000,298174,56,Pensionär,Bil,6.42,48,0.73,5138,0.207,nej,0
195000,310365,29,Arbetslös,Bil,13.32,60,0.63,4469,0.173,nej,0
417000,429720,38,Fast anställd,Konsumtion,11.32,12,0.97,36917,1.031,nej,0
500000,483918,29,Fast anställd,Renovering,13.29,24,1.03,23839,0.591,nej,0
500000,816026,29,Fast anställd,Övrigt,13.98,72,0.61,10298,0.151,nej,0
228000,381342,42,Vikariat,Övrigt,10.48,24,0.6,10572,0.333,nej,0
500000,417115,77,Pensionär,Övrigt,11.56,36,1.2,16502,0.475,nej,1
312000,355418,18,Fast anställd,Bil,10.12,36,0.88,10085,0.341,nej,0
500000,455043,36,Fast anställd,Bil,9.2,24,1.1,22888,0.604,nej,0
500000,929327,42,Egenföretagare,Konsumtion,15.49,36,0.54,17453,0.225,ja,0
447000,285866,45,Vikariat,Renovering,11.18,60,1.56,9759,0.41,nej,0
500000,463724,41,Fast anställd,Renovering,12.44,36,1.08,16712,0.432,nej,0
500000,396265,55,Vikariat,Bil,7.29,48,1.26,12041,0.365,nej,1
450000,345862,38,Fast anställd,Konsumtion,10.67,24,1.3,20905,0.725,nej,1
383000,423016,51,Fast anställd,Renovering,13.35,24,0.91,18272,0.518,nej,0
500000,468044,31,Egenföretagare,Konsumtion,15.92,60,1.07,12138,0.311,nej,0
500000,452861,38,Egenföretagare,Bil,13.73,24,1.1,23943,0.634,nej,0
500000,765376,25,Fast anställd,Konsumtion,10.5,60,0.65,10747,0.168,ja,1
217000,292249,44,Arbetslös,Bil,17.31,48,0.74,6296,0.259,nej,0
295000,362351,36,Fast anställd,Renovering,12.81,36,0.81,9913,0.328,nej,1
500000,467724,41,Egenföretagare,Renovering,9.83,36,1.07,16094,0.413,nej,0
234000,619078,34,Fast anställd,Renovering,10.39,36,0.38,7593,0.147,nej,0
500000,467382,71,Pensionär,Renovering,8.99,24,1.07,22840,0.586,nej,1
186000,367892,70,Pensionär,Bil,7.97,24,0.51,8410,0.274,nej,0
270000,541349,28,Fast anställd,Övrigt,8.71,12,0.5,23576,0.523,nej,1
140000,234834,25,Arbetslös,Konsumtion,15.68,48,0.6,3945,0.202,nej,0
423000,362990,67,Pensionär,Övrigt,7.2,60,1.17,8416,0.278,nej,0
202000,278213,44,Egenföretagare,Övrigt,9.37,48,0.73,5062,0.218,nej,0
445000,523074,56,Fast anställd,Konsumtion,7.28,48,0.85,10714,0.246,nej,0
500000,917658,41,Egenföretagare,Renovering,13.19,60,0.54,11425,0.149,nej,0
437000,278672,74,Pensionär,Övrigt,5.84,48,1.57,10231,0.441,nej,0
500000,511604,21,Fast anställd,Konsumtion,4.0,36,0.98,14762,0.346,nej,0
218000,187094,55,Arbetslös,Övrigt,16.57,24,1.17,10733,0.688,nej,0
348000,217542,44,Fast anställd,Konsumtion,6.97,36,1.6,10740,0.592,nej,0
500000,492478,37,Fast anställd,Konsumtion,9.01,36,1.02,15902,0.387,nej,1
500000,543414,36,Fast anställd,Övrigt,11.81,24,0.92,23492,0.519,nej,1
120000,302739,26,Vikariat,Konsumtion,7.02,24,0.4,5374,0.213,nej,0
82000,241802,29,Vikariat,Konsumtion,6.41,48,0.34,1941,0.096,nej,0
202000,359255,57,Fast anställd,Bil,7.92,24,0.56,9129,0.305,nej,0
407000,240637,25,Arbetslös,Övrigt,16.22,60,1.69,9945,0.496,nej,0
500000,975186,27,Fast anställd,Konsumtion,9.45,24,0.51,22946,0.282,nej,0
500000,793216,30,Fast anställd,Bil,9.48,36,0.63,16012,0.242,nej,0
326000,305430,26,Fast anställd,Bil,8.76,24,1.07,14857,0.584,nej,0
500000,488512,38,Vikariat,Konsumtion,12.46,60,1.02,11239,0.276,nej,0
285000,168418,45,Arbetslös,Renovering,21.23,36,1.69,10771,0.767,ja,1
411000,295435,31,Vikariat,Renovering,17.52,84,1.39,8523,0.346,nej,0
371000,258178,59,Pensionär,Bil,9.13,48,1.44,9255,0.43,nej,0
488000,626011,40,Fast anställd,Övrigt,13.31,12,0.78,43658,0.837,nej,0
500000,684017,37,Fast anställd,Bil,12.0,60,0.73,11122,0.195,nej,0
500000,472450,48,Fast anställd,Konsumtion,10.17,48,1.06,12722,0.323,nej,0
500000,475263,33,Fast anställd,Övrigt,4.0,24,1.05,21712,0.548,nej,0
500000,575211,35,Fast anställd,Bil,8.56,24,0.87,22742,0.474,nej,0
175000,441881,36,Vikariat,Renovering,9.61,36,0.4,5615,0.152,nej,0
265000,737985,38,Fast anställd,Övrigt,10.4,48,0.36,6772,0.11,nej,0
115000,232771,34,Egenföretagare,Konsumtion,11.88,60,0.49,2551,0.132,nej,0
500000,492381,32,Fast anställd,Renovering,8.09,24,1.02,22634,0.552,nej,1
371000,336445,19,Fast anställd,Övrigt,14.58,24,1.1,17915,0.639,nej,1
500000,355816,32,Vikariat,Konsumtion,13.92,48,1.41,13643,0.46,nej,0
500000,451729,45,Fast anställd,Övrigt,4.44,36,1.11,14860,0.395,nej,0
216000,292428,73,Pensionär,Bil,8.8,24,0.74,9848,0.404,nej,0
148000,273782,33,Vikariat,Bil,12.97,48,0.54,3968,0.174,nej,0
457000,290526,50,Fast anställd,Konsumtion,12.83,12,1.57,40782,1.684,nej,1
118000,120000,34,Arbetslös,Bil,15.91,36,0.98,4143,0.414,ja,0
500000,467001,24,Fast anställd,Renovering,8.96,48,1.07,12433,0.319,nej,0
482000,420478,21,Fast anställd,Renovering,9.74,36,1.15,15494,0.442,nej,1
131000,285906,50,Vikariat,Konsumtion,11.79,24,0.46,6154,0.258,nej,1
299000,776764,34,Fast anställd,Bil,5.66,36,0.38,9050,0.14,nej,1
249000,287874,25,Egenföretagare,Renovering,5.61,36,0.86,7531,0.314,nej,1
500000,898441,18,Egenföretagare,Konsumtion,14.83,24,0.56,24203,0.323,nej,1
391000,298331,31,Arbetslös,Bil,12.06,36,1.31,12998,0.523,nej,0
308000,247010,42,Fast anställd,Bil,14.81,36,1.25,10648,0.517,nej,0
500000,505010,31,Fast anställd,Konsumtion,11.73,72,0.99,9705,0.231,ja,0
500000,362272,27,Egenföretagare,Bil,11.64,12,1.38,44340,1.469,nej,1
184000,176463,32,Fast anställd,Konsumtion,14.55,48,1.04,5079,0.345,ja,1
309000,294895,50,Fast anställd,Renovering,4.17,48,1.05,7000,0.285,nej,1
500000,641283,24,Fast anställd,Renovering,16.66,48,0.78,14340,0.268,nej,0
467000,991247,31,Fast anställd,Konsumtion,8.51,36,0.47,14744,0.178,nej,0
500000,670606,50,Fast anställd,Övrigt,7.4,24,0.75,22477,0.402,nej,0
352000,326795,70,Pensionär,Bil,6.58,48,1.08,8361,0.307,nej,0
490000,294666,69,Pensionär,Konsumtion,10.4,48,1.66,12522,0.51,nej,0
500000,881104,31,Fast anställd,Renovering,10.23,72,0.57,9321,0.127,nej,0
500000,1037042,38,Fast anställd,Bil,6.67,60,0.48,9823,0.114,nej,0
181000,398158,32,Fast anställd,Renovering,6.07,12,0.45,15584,0.47,nej,0
188000,162755,62,Pensionär,Övrigt,12.14,84,1.16,3333,0.246,nej,0
280000,234599,27,Fast anställd,Bil,7.86,48,1.19,6817,0.349,nej,0
500000,856783,45,Egenföretagare,Renovering,6.85,72,0.58,8489,0.119,nej,0
179000,480955,37,Fast anställd,Konsumtion,9.13,24,0.37,8188,0.204,nej,0
386000,386209,41,Vikariat,Renovering,9.78,48,1.0,9749,0.303,nej,1
440000,261260,39,Fast anställd,Renovering,14.38,36,1.68,15119,0.694,nej,1
500000,303581,42,Egenföretagare,Renovering,9.3,24,1.65,22911,0.906,nej,1
258000,440903,35,Fast anställd,Övrigt,8.73,12,0.59,22530,0.613,nej,0
500000,389548,33,Vikariat,Renovering,13.59,24,1.28,23910,0.737,ja,1
220000,425275,29,Fast anställd,Övrigt,8.07,12,0.52,19145,0.54,nej,1
411000,263375,23,Egenföretagare,Renovering,13.45,48,1.56,11118,0.507,nej,0
167000,234363,61,Pensionär,Renovering,6.96,36,0.71,5153,0.264,nej,0
500000,746322,34,Fast anställd,Övrigt,8.9,72,0.67,8988,0.145,nej,0
428000,319156,58,Pensionär,Konsumtion,10.52,48,1.34,10962,0.412,nej,1
403000,448765,24,Vikariat,Bil,16.36,60,0.9,9877,0.264,ja,0
257000,356965,48,Fast anställd,Konsumtion,8.03,36,0.72,8057,0.271,nej,0
113000,173887,40,Fast anställd,Bil,8.0,24,0.65,5111,0.353,nej,0
500000,407140,33,Fast anställd,Konsumtion,13.35,60,1.23,11466,0.338,nej,1
471000,286850,60,Egenföretagare,Konsumtion,10.58,36,1.64,15326,0.641,nej,1
500000,526763,21,Egenföretagare,Renovering,11.83,84,0.95,8781,0.2,nej,0
500000,1200000,47,Fast anställd,Övrigt,13.78,48,0.42,13608,0.136,nej,0
500000,623627,36,Fast anställd,Bil,9.67,60,0.8,10543,0.203,nej,0
500000,1200000,45,Egenföretagare,Renovering,10.37,24,0.42,23158,0.232,nej,0
329000,229163,36,Arbetslös,Bil,13.4,36,1.44,11149,0.584,nej,1
241000,392204,19,Fast anställd,Övrigt,7.65,24,0.61,10861,0.332,nej,1
322000,216853,35,Arbetslös,Bil,15.77,60,1.48,7791,0.431,nej,1
500000,911843,41,Fast anställd,Konsumtion,7.19,60,0.55,9945,0.131,nej,0
500000,927591,18,Fast anställd,Övrigt,11.45,48,0.54,13032,0.169,nej,0
215000,249546,79,Pensionär,Konsumtion,9.54,48,0.86,5406,0.26,nej,0
394000,534247,41,Fast anställd,Konsumtion,10.09,36,0.74,12730,0.286,nej,0
195000,296486,44,Fast anställd,Renovering,13.82,60,0.66,4519,0.183,nej,0
500000,652544,26,Fast anställd,Konsumtion,5.88,72,0.77,8258,0.152,nej,0
219000,472600,72,Pensionär,Bil,9.56,48,0.46,5508,0.14,nej,0
500000,300120,74,Pensionär,Övrigt,11.1,36,1.67,16393,0.655,nej,1
287000,387091,40,Fast anställd,Renovering,7.96,60,0.74,5814,0.18,nej,0
412000,554624,37,Fast anställd,Bil,11.88,84,0.74,7247,0.157,nej,0
208000,565864,29,Fast anställd,Renovering,8.14,48,0.37,5092,0.108,nej,0
249000,372652,35,Vikariat,Bil,11.98,48,0.67,6555,0.211,nej,0
483000,520502,32,Fast anställd,Renovering,9.19,60,0.93,10071,0.232,nej,0
346000,405587,43,Egenföretagare,Övrigt,12.37,48,0.85,9174,0.271,nej,0
491000,692860,29,Fast anställd,Övrigt,9.68,24,0.71,22585,0.391,nej,0
228000,632654,43,Fast anställd,Konsumtion,9.42,36,0.36,7295,0.138,nej,0
260000,346595,29,Fast anställd,Renovering,8.32,48,0.75,6386,0.221,nej,0
500000,343277,35,Fast anställd,Bil,7.84,36,1.46,15631,0.546,nej,1
178000,186541,41,Arbetslös,Övrigt,13.87,48,0.95,4853,0.312,nej,0
465000,632789,30,Fast anställd,Renovering,14.41,24,0.73,22416,0.425,ja,0
389000,514947,44,Fast anställd,Konsumtion,7.77,24,0.76,17553,0.409,nej,1
441000,390388,43,Fast anställd,Bil,10.36,12,1.13,38845,1.194,nej,1
403000,535808,35,Fast anställd,Övrigt,8.34,12,0.75,35120,0.787,nej,1
500000,435485,49,Fast anställd,Bil,13.39,36,1.15,16941,0.467,nej,1
500000,665417,38,Fast anställd,Renovering,15.72,12,0.75,45299,0.817,nej,0
198000,549393,49,Fast anställd,Konsumtion,12.97,24,0.36,9410,0.206,nej,0
179000,324374,55,Vikariat,Bil,14.51,36,0.55,6162,0.228,nej,0
301000,530211,35,Fast anställd,Konsumtion,11.54,48,0.57,7859,0.178,nej,0
500000,774727,44,Fast anställd,Renovering,8.98,48,0.65,12438,0.193,nej,0
62000,172403,28,Arbetslös,Konsumtion,8.83,36,0.36,1967,0.137,nej,1
500000,562940,27,Fast anställd,Bil,6.94,24,0.89,22373,0.477,nej,0
500000,477032,36,Fast anställd,Konsumtion,7.81,12,1.05,43450,1.093,nej,1
180000,567754,24,Fast anställd,Övrigt,12.52,24,0.32,8517,0.18,nej,0
329000,388831,28,Fast anställd,Övrigt,10.14,84,0.85,5486,0.169,nej,0
500000,467506,43,Egenföretagare,Konsumtion,9.66,72,1.07,9177,0.236,nej,0
383000,720526,32,Fast anställd,Konsumtion,4.89,36,0.53,11460,0.191,nej,0
115000,276923,45,Egenföretagare,Konsumtion,18.07,36,0.42,4162,0.18,nej,0
382000,307032,40,Fast anställd,Renovering,10.83,60,1.24,8273,0.323,nej,0
97000,311137,56,Fast anställd,Konsumtion,11.77,12,0.31,8608,0.332,nej,0
370000,246389,43,Egenföretagare,Renovering,9.92,24,1.5,17060,0.831,nej,1
241000,602210,49,Fast anställd,Renovering,9.15,24,0.4,11027,0.22,nej,0
240000,221449,42,Vikariat,Konsumtion,9.32,60,1.08,5019,0.272,nej,0
500000,440531,41,Fast anställd,Konsumtion,9.66,12,1.13,43879,1.195,nej,0
399000,602681,49,Egenföretagare,Bil,15.62,12,0.66,36130,0.719,nej,0
257000,565706,44,Fast anställd,Konsumtion,6.49,60,0.45,5027,0.107,nej,0
148000,264165,69,Pensionär,Övrigt,12.34,48,0.56,3922,0.178,ja,0
500000,522731,40,Fast anställd,Konsumtion,10.4,48,0.96,12778,0.293,nej,0
416000,306245,71,Pensionär,Konsumtion,9.21,72,1.36,7542,0.296,nej,0
269000,452035,31,Fast anställd,Bil,11.99,36,0.6,8933,0.237,nej,0
500000,398149,30,Egenföretagare,Övrigt,6.88,36,1.26,15411,0.464,nej,1
500000,1069176,52,Fast anställd,Bil,14.21,36,0.47,17140,0.192,nej,0
500000,378054,79,Pensionär,Övrigt,6.07,48,1.32,11759,0.373,nej,1
500000,1164995,28,Fast anställd,Övrigt,6.67,36,0.43,15363,0.158,nej,0
500000,410882,31,Fast anställd,Konsumtion,8.38,48,1.22,12296,0.359,nej,1
460000,474616,49,Fast anställd,Övrigt,7.88,48,0.97,11204,0.283,nej,0
500000,306740,43,Fast anställd,Bil,10.56,24,1.63,23202,0.908,nej,0
161000,368299,44,Fast anställd,Övrigt,10.27,48,0.44,4104,0.134,nej,0
180000,319808,43,Arbetslös,Konsumtion,13.15,48,0.56,4842,0.182,nej,0
274000,174467,32,Arbetslös,Bil,11.72,72,1.57,5317,0.366,nej,1
500000,957181,41,Fast anställd,Renovering,9.15,72,0.52,9050,0.113,nej,0
110000,145678,37,Arbetslös,Konsumtion,15.41,24,0.76,5355,0.441,nej,1
404000,338163,29,Fast anställd,Övrigt,12.58,48,1.19,10754,0.382,nej,1
379000,433899,41,Fast anställd,Övrigt,10.0,36,0.87,12229,0.338,nej,0
135000,428533,50,Egenföretagare,Övrigt,13.05,36,0.32,4552,0.127,nej,0
169000,500358,34,Vikariat,Renovering,16.29,36,0.34,5966,0.143,nej,0
84000,222502,36,Arbetslös,Bil,10.34,84,0.38,1409,0.076,nej,0
500000,422645,40,Fast anställd,Konsumtion,8.53,12,1.18,43617,1.238,nej,0
248000,345704,35,Vikariat,Konsumtion,7.61,60,0.72,4982,0.173,nej,0
225000,437279,44,Fast anställd,Bil,13.52,36,0.51,7638,0.21,nej,0
500000,354999,31,Fast anställd,Konsumtion,13.69,48,1.41,13586,0.459,nej,1
172000,358331,51,Fast anställd,Konsumtion,13.32,48,0.48,4642,0.155,nej,0
336000,257035,41,Arbetslös,Konsumtion,19.98,36,1.31,12484,0.583,ja,0
291000,177356,28,Egenföretagare,Konsumtion,12.09,84,1.64,5151,0.349,nej,0
500000,993192,54,Egenföretagare,Konsumtion,11.18,60,0.5,10916,0.132,nej,0
269000,433632,39,Fast anställd,Renovering,11.42,24,0.62,12590,0.348,nej,0
433000,373107,30,Fast anställd,Övrigt,6.3,48,1.16,10229,0.329,nej,1
500000,633436,49,Fast anställd,Renovering,6.29,36,0.79,15277,0.289,nej,0
500000,822271,42,Fast anställd,Konsumtion,8.45,36,0.61,15772,0.23,nej,0
500000,723004,20,Fast anställd,Renovering,14.22,36,0.69,17142,0.285,nej,0
500000,568596,32,Egenföretagare,Konsumtion,10.36,24,0.88,23156,0.489,nej,0
272000,715260,40,Fast anställd,Övrigt,8.55,36,0.38,8593,0.144,nej,0
386000,268129,18,Fast anställd,Renovering,10.22,48,1.44,9831,0.44,nej,1
264000,407322,38,Fast anställd,Övrigt,11.75,60,0.65,5839,0.172,nej,0
305000,355432,39,Fast anställd,Renovering,12.63,24,0.86,14447,0.488,nej,0
325000,750596,26,Fast anställd,Renovering,6.7,60,0.43,6389,0.102,nej,0
174000,180616,37,Arbetslös,Övrigt,19.16,48,0.96,5217,0.347,ja,1
500000,486938,38,Vikariat,Konsumtion,11.76,24,1.03,23481,0.579,nej,0
259000,578346,26,Egenföretagare,Renovering,13.17,60,0.45,5916,0.123,nej,0
257000,361563,47,Fast anställd,Övrigt,11.66,48,0.71,6725,0.223,nej,0
342000,398142,46,Fast anställd,Konsumtion,11.55,72,0.86,6606,0.199,nej,0
350000,768992,35,Fast anställd,Renovering,9.56,24,0.46,16080,0.251,nej,0
339000,235003,66,Pensionär,Övrigt,12.38,84,1.44,6053,0.309,nej,0
500000,470915,45,Egenföretagare,Bil,13.45,48,1.06,13526,0.345,nej,0
500000,371799,35,Fast anställd,Bil,11.72,36,1.34,16540,0.534,nej,0
500000,438062,18,Fast anställd,Övrigt,8.18,60,1.14,10181,0.279,nej,0
500000,481106,42,Fast anställd,Konsumtion,11.28,24,1.04,23369,0.583,nej,0
191000,275404,29,Vikariat,Konsumtion,14.11,36,0.69,6538,0.285,nej,0
200000,156355,31,Arbetslös,Övrigt,12.55,24,1.28,9466,0.727,nej,0
387000,400390,52,Vikariat,Övrigt,11.21,48,0.97,10042,0.301,nej,1
500000,363793,36,Fast anställd,Renovering,13.41,12,1.37,44755,1.476,nej,0
500000,368158,38,Fast anställd,Övrigt,10.49,84,1.36,8428,0.275,nej,0
500000,351980,43,Fast anställd,Bil,11.71,12,1.42,44357,1.512,ja,0
399000,475790,43,Fast anställd,Bil,13.15,72,0.84,8041,0.203,nej,0
500000,680304,28,Fast anställd,Övrigt,8.32,48,0.73,12282,0.217,nej,0
500000,939651,37,Egenföretagare,Konsumtion,10.61,60,0.53,10774,0.138,ja,0
428000,307749,38,Egenföretagare,Bil,8.68,36,1.39,13547,0.528,nej,0
500000,1037794,40,Fast anställd,Konsumtion,12.34,24,0.48,23616,0.273,nej,0
157000,219386,69,Pensionär,Konsumtion,10.8,24,0.72,7303,0.399,nej,1
500000,714431,63,Fast anställd,Renovering,9.67,36,0.7,16056,0.27,nej,0
444000,379802,26,Fast anställd,Övrigt,12.15,24,1.17,20932,0.661,nej,1
349000,360474,47,Fast anställd,Övrigt,9.92,60,0.97,7401,0.246,nej,0
500000,376749,49,Fast anställd,Konsumtion,8.94,12,1.33,43712,1.392,nej,1
427000,480048,42,Fast anställd,Konsumtion,11.59,12,0.89,37857,0.946,nej,0
